127.0.0.1 - - [22/May/2024:06:11:56 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [22/May/2024:06:11:58 +0700] "GET /new-jdbc-5-month-2024/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/May/2024:06:12:01 +0700] "GET /new-jdbc-5-month-2024/trang-chu HTTP/1.1" 200 142327
0:0:0:0:0:0:0:1 - - [22/May/2024:06:12:01 +0700] "GET /new-jdbc-5-month-2024/template/web/fonts/fontawesome-5%20.0.8/css/fontawesome-all.min.css HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:21 +0700] "GET /new-jdbc-5-month-2024/dang-nhap?action=login HTTP/1.1" 200 4988
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:21 +0700] "GET /new-jdbc-5-month-2024/template/login/js/main.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:25 +0700] "POST /new-jdbc-5-month-2024/dang-nhap HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:26 +0700] "GET /new-jdbc-5-month-2024/admin-home HTTP/1.1" 200 8143
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:26 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:31 +0700] "GET /new-jdbc-5-month-2024/thoat?action=logout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:31 +0700] "GET /new-jdbc-5-month-2024/trang-chu HTTP/1.1" 200 142327
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:31 +0700] "GET /new-jdbc-5-month-2024/template/web/fonts/fontawesome-5%20.0.8/css/fontawesome-all.min.css HTTP/1.1" 404 864
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:37 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=list&page=1&maxPageItem=2&sortName=modifieddate&sortBy=asc HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:37 +0700] "GET /new-jdbc-5-month-2024/dang-nhap?action=login&message=not_login&alert=danger HTTP/1.1" 200 5068
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:37 +0700] "GET /new-jdbc-5-month-2024/template/login/js/main.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:42 +0700] "POST /new-jdbc-5-month-2024/dang-nhap HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:42 +0700] "GET /new-jdbc-5-month-2024/admin-home HTTP/1.1" 200 8143
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:46 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=list&page=1&maxPageItem=2&sortName=modifieddate&sortBy=asc HTTP/1.1" 200 13839
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:51 +0700] "GET /new-jdbc-5-month-2024/admin-new?page=2&maxPageItem=2&sortName=modifieddate&sortBy=asc&type=list HTTP/1.1" 200 17632
0:0:0:0:0:0:0:1 - - [22/May/2024:06:14:54 +0700] "GET /new-jdbc-5-month-2024/admin-new?page=3&maxPageItem=2&sortName=modifieddate&sortBy=asc&type=list HTTP/1.1" 200 14956
0:0:0:0:0:0:0:1 - - [22/May/2024:06:16:04 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=edit HTTP/1.1" 500 1840
0:0:0:0:0:0:0:1 - - [22/May/2024:06:16:24 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=edit HTTP/1.1" 200 12516
0:0:0:0:0:0:0:1 - - [22/May/2024:06:16:30 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=list&page=1&maxPageItem=2&sortName=modifieddate&sortBy=asc HTTP/1.1" 200 13839
0:0:0:0:0:0:0:1 - - [22/May/2024:06:16:31 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=edit HTTP/1.1" 200 12516
0:0:0:0:0:0:0:1 - - [22/May/2024:06:18:22 +0700] "POST /new-jdbc-5-month-2024/api-admin-new HTTP/1.1" 200 11386
0:0:0:0:0:0:0:1 - - [22/May/2024:06:18:22 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=edit&id=49&message=insert_success HTTP/1.1" 200 23741
0:0:0:0:0:0:0:1 - - [22/May/2024:06:21:16 +0700] "PUT /new-jdbc-5-month-2024/api-admin-new HTTP/1.1" 200 12433
0:0:0:0:0:0:0:1 - - [22/May/2024:06:21:16 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=edit&id=49&message=update_success HTTP/1.1" 200 24695
0:0:0:0:0:0:0:1 - - [22/May/2024:06:21:21 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=list&page=1&maxPageItem=2&sortName=modifieddate&sortBy=asc HTTP/1.1" 200 13839
0:0:0:0:0:0:0:1 - - [22/May/2024:06:21:22 +0700] "GET /new-jdbc-5-month-2024/admin-new?type=edit HTTP/1.1" 200 12516
0:0:0:0:0:0:0:1 - - [22/May/2024:06:25:21 +0700] "GET /new-jdbc-5-month-2024/ckeditor0/plugins/showblocks/images/block_p.png?t=J39A HTTP/1.1" 304 -
